Week,CRPS,RMSE,NSE,KGE,Reservoir,Basin
9,915.6512301256682,2438.404508284375,-0.045843900170093654,-0.4392042062430088,Tungabhadra,krishna
9,1511.034051438457,2362.5674948603696,-10.848628616100086,-2.051276826736109,Mettur,cauvery
9,348.5461963927773,880.3898526916184,-0.06579094878549796,-0.3242172561551473,Krishnaraja Sagara,cauvery
9,69.85975515158472,45.80160092106252,,,Jayakwadi,godavari
9,713.9070745696022,1707.8500908417504,-0.36395579728650973,-0.7593651786570916,Ujjani,krishna
9,3646.027470475476,11652.482017261269,-0.08343536509605154,-0.553746035607054,Sardar Sarovar,narmada
9,678.9831897678902,1511.883293889831,-0.07286399723415848,-0.28504734532291653,Ukai,tapi
10,535.9255053824742,962.3497461318761,-0.2117121766240595,-0.606275046048526,Nagarjuna Sagar,krishna
10,980.997621318116,2386.083860504459,-0.08451683820870315,-0.5793175012786647,Srisailam,krishna
10,1725.367870817477,5041.450553475463,-0.07439642676465685,-0.6459263900336263,Almatti,krishna
10,916.9835975474875,2443.164772566544,-0.049931288349023495,-0.4841087534549189,Tungabhadra,krishna
10,1335.8232679611417,2207.149605837907,-9.262652143500905,-1.8230103886935045,Mettur,cauvery
10,359.8120280922207,885.7384265263231,-0.07860753172545443,-0.3612255343369286,Krishnaraja Sagara,cauvery
10,76.16474927411305,48.94352834591284,,,Jayakwadi,godavari
10,698.1439081470071,1734.5697106789498,-0.40696831928329047,-0.8200841010573867,Ujjani,krishna
10,3514.086042243492,11606.639110860388,-0.072727554330142,-0.5383087395674893,Sardar Sarovar,narmada
10,668.8463017098447,1543.1112669191068,-0.11840022059658528,-0.3685622648556439,Ukai,tapi
11,575.1869054886098,960.5089035342803,-0.20611301537548576,-0.6042480093831408,Nagarjuna Sagar,krishna
11,1030.210121939947,2379.204306791453,-0.07713430510622588,-0.5871868637089519,Srisailam,krishna
11,1729.135646429057,5029.763010571721,-0.06942067672782848,-0.6576877003248918,Almatti,krishna
11,891.8125634540705,2445.9501632548127,-0.052326653510976984,-0.5206677057470552,Tungabhadra,krishna
11,1451.824607848376,2254.0793092534445,-9.639253839165145,-1.950437550495653,Mettur,cauvery
11,361.9649189964149,883.9502856819462,-0.07266676877723177,-0.3650985991532625,Krishnaraja Sagara,cauvery
11,93.39664547717064,44.92270267696094,,,Jayakwadi,godavari
11,722.8099078266167,1699.3158036804339,-0.35035822634047564,-0.7518881980167453,Ujjani,krishna
11,3372.7116484210583,11585.69225599834,-0.06673592326269184,-0.52706182792815,Sardar Sarovar,narmada
11,660.0967500775305,1551.2390224818257,-0.13143831768396663,-0.4120253754989225,Ukai,tapi
12,614.8755602390771,962.3538594942703,-0.21027525460969887,-0.6149794505328341,Nagarjuna Sagar,krishna
12,1043.6150241871326,2366.133387805127,-0.06560801642875047,-0.5595655836453679,Srisailam,krishna
12,1763.8761629870435,4994.080776519911,-0.05434654459749311,-0.593934342773669,Almatti,krishna
12,905.983755191811,2446.561098755649,-0.05229486588169241,-0.5621367169422642,Tungabhadra,krishna
12,1713.5935438538652,2262.116937995858,-9.629244492610619,-1.982579698190304,Mettur,cauvery
12,391.0410367942817,886.3603096157896,-0.07779923981789971,-0.38623544084251304,Krishnaraja Sagara,cauvery
12,116.12769700834347,49.4577845754737,,,Jayakwadi,godavari
12,762.3005948886037,1681.1720678606148,-0.32167639368367107,-0.6872980811998788,Ujjani,krishna
12,3378.84683880142,11584.900392676385,-0.06508440801912352,-0.5202196093268476,Sardar Sarovar,narmada
12,670.7026907215478,1570.2145328320223,-0.16100198373267505,-0.5011377912120751,Ukai,tapi
